Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2024/25

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Helenelundsskolan;62862066;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;113;0,9;64,6;34,5;117;2,6;86,3;11,1;122;13,9;82,8;3,3;.;.;.;.;
Häggvik- Skälbyskolan;85440729;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;52;.;78,8;21,2;58;.;86,2;13,8;55;5,5;85,5;9,1;.;.;.;.;
Mikaelskolan;85777315;Sollentuna;0163;Enskild;Föreningen Mikaelskolan;8148008330;15;.;46,7;53,3;21;9,5;57,1;33,3;21;9,5;85,7;4,8;.;.;.;.;
Runbackaskolan;15339442;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;52;1,9;65,4;32,7;57;10,5;71,9;17,5;58;5,2;74,1;20,7;.;.;.;.;
Rälsen AB åk 4-9;43375546;Sollentuna;0163;Enskild;Rälsen Aktiebolag;5564524220;27;.;92,6;7,4;26;.;96,2;3,8;29;6,9;89,7;3,4;.;.;.;.;
Silverbäcken Dibber;56867397;Sollentuna;0163;Enskild;Dibber Inspira AB;5566096516;44;.;88,6;11,4;43;2,3;69,8;27,9;44;4,5;90,9;4,5;.;.;.;.;
Silverdalsskolan;69195602;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;53;.;83,0;17,0;58;1,7;82,8;15,5;59;.;69,5;30,5;.;.;.;.;
Sofielundsskolan;39907811;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;33;.;81,8;18,2;52;.;71,2;28,8;53;9,4;86,8;3,8;21;.;100,0;.;
Sollentuna musikklasser;21871265;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;59;.;86,4;13,6;61;1,6;77,0;21,3;61;.;86,9;13,1;.;.;.;.;
Stockholm International Academy Häggvik;83735665;Sollentuna;0163;Enskild;Mubarak Utbildning AB;5568571748;24;16,7;62,5;20,8;37;.;97,3;2,7;38;2,6;84,2;13,2;.;.;.;.;
Tegelhagens skola;20253736;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;61;1,6;62,3;36,1;59;1,7;69,5;28,8;60;6,7;90,0;3,3;.;.;.;.;
Turebergsskolan;75401552;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;.;.;.;.;37;.;75,7;24,3;33;9,1;66,7;24,2;30;.;70,0;30,0;
Töjnaskolan;45882318;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;63;4,8;58,7;36,5;82;.;80,5;19,5;83;7,2;73,5;19,3;17;.;64,7;35,3;
Vibyskolan ekonomisk förening;15547680;Sollentuna;0163;Enskild;Vibyskolan Ekonomisk Förening;7696034201;28;14,3;67,9;17,9;30;.;90,0;10,0;30;33,3;66,7;.;.;.;.;.;
Vittra Sollentuna;58102266;Sollentuna;0163;Enskild;Vittraskolorna AB;5564586716;.;.;.;.;21;.;95,2;4,8;18;5,6;88,9;5,6;.;.;.;.;
Hagaskolan;84585645;Solna;0184;Enskild;Djurgårdens Waldorfskoleförening;8024222641;25;.;64,0;36,0;23;.;39,1;60,9;23;8,7;91,3;.;.;.;.;.;
Ingridskolan, grundskola;53259263;Solna;0184;Enskild;Ingridskolan AB;5566222013;.;.;.;.;.;.;.;.;16;12,5;43,8;43,8;.;.;.;.;
Internationella Engelska Skolan Solna;12259212;Solna;0184;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;79;13,9;58,2;27,8;111;8,1;53,2;38,7;118;8,5;89,8;1,7;27;.;70,4;29,6;
Noblaskolan Solna;27323097;Solna;0184;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;52;1,9;78,8;19,2;54;.;74,1;25,9;52;3,8;88,5;7,7;.;.;.;.;
Raoul Wallenbergskolan Bagartorp;13384795;Solna;0184;Enskild;Raoul Wallenbergskolorna AB;5566740113;117;0,9;46,2;53,0;120;2,5;65,0;32,5;125;19,2;67,2;13,6;.;.;.;.;
Råsunda Centralskola;33951941;Solna;0184;Kommunal;Solna kommun;2120000183;106;3,8;67,0;29,2;112;7,1;71,4;21,4;116;0,9;90,5;8,6;.;.;.;.;
Tallbackaskolan;73581523;Solna;0184;Kommunal;Solna kommun;2120000183;36;8,3;61,1;30,6;46;.;65,2;34,8;49;8,2;69,4;22,4;.;.;.;.;
Ulriksdalsskolan;46706680;Solna;0184;Kommunal;Solna kommun;2120000183;64;1,6;59,4;39,1;71;8,5;71,8;19,7;78;3,8;91,0;5,1;.;.;.;.;
Vittra Frösunda;48760074;Solna;0184;Enskild;Vittraskolorna AB;5564586716;26;7,7;84,6;7,7;29;10,3;69,0;20,7;26;15,4;76,9;7,7;.;.;.;.;
Ängkärrskolan i Solna;98515782;Solna;0184;Enskild;Stiftelsen Nya Ängkärrsskolan;8020174069;24;8,3;83,3;8,3;22;9,1;68,2;22,7;22;18,2;81,8;.;.;.;.;.;
Vindelälvsskolan 4-9;94589976;Sorsele;2422;Kommunal;Sorsele kommun;2120002585;27;3,7;22,2;74,1;26;7,7;73,1;19,2;26;23,1;57,7;19,2;.;.;.;.;
Sotenässkolan;78294346;Sotenäs;1427;Kommunal;Sotenäs kommun;2120001322;70;2,9;50,0;47,1;75;5,3;32,0;62,7;77;5,2;72,7;22,1;.;.;.;.;
Baldersskolan 7-9;86546038;Staffanstorp;1230;Kommunal;Staffanstorps kommun;2120001017;42;19,0;52,4;28,6;49;2,0;77,6;20,4;49;4,1;89,8;6,1;.;.;.;.;
Hagalidskolan;28784410;Staffanstorp;1230;Kommunal;Staffanstorps kommun;2120001017;131;1,5;73,3;25,2;140;2,1;69,3;28,6;141;20,6;77,3;2,1;.;.;.;.;
Hjärupslundsskolan;46191968;Staffanstorp;1230;Kommunal;Staffanstorps kommun;2120001017;121;5,8;72,7;21,5;126;0,8;67,5;31,7;120;10,0;86,7;3,3;.;.;.;.;
Internationella Engelska Skolan Staffanstorp;68467205;Staffanstorp;1230;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;48;6,3;60,4;33,3;58;.;43,1;56,9;56;1,8;73,2;25,0;.;.;.;.;
Hallernaskolan 7-9;71509701;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;135;1,5;45,9;52,6;140;1,4;64,3;34,3;138;5,8;82,6;11,6;.;.;.;.;
Kristinedalskolan 7-9;18275028;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;46;.;37,0;63,0;57;.;82,5;17,5;55;16,4;49,1;34,5;.;.;.;.;
Stenungsunds Montessoriskola;38786895;Stenungsund;1415;Enskild;Stenungsunds Montessori Ekonomiska Förening;7696038103;.;.;.;.;17;11,8;52,9;35,3;15;46,7;53,3;.;.;.;.;.;
Stora Högaskolan 7-9;21617136;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;129;3,9;82,2;14,0;130;.;91,5;8,5;133;13,5;81,2;5,3;.;.;.;.;
Abrahamsbergsskolan;44673074;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;120;3,3;69,2;27,5;127;1,6;71,7;26,8;133;0,8;91,0;8,3;.;.;.;.;
Adolf Fredriks musikklasser;99648792;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;178;1,7;67,4;30,9;182;2,2;85,2;12,6;124;2,4;95,2;2,4;.;.;.;.;
Akalla grundskola F-9;37796564;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;.;.;.;.;43;7,0;67,4;25,6;42;9,5;61,9;28,6;32;3,1;62,5;34,4;
Alviksskolan;72627865;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;72;2,8;61,1;36,1;89;2,2;86,5;11,2;94;17,0;64,9;18,1;17;.;47,1;52,9;
Aspuddens skola;72672270;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;107;20,6;54,2;25,2;109;5,5;75,2;19,3;114;10,5;78,9;10,5;.;.;.;.;
Bagarmossens skola;13679897;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;78;1,3;84,6;14,1;100;.;72,0;28,0;100;10,0;86,0;4,0;19;15,8;63,2;21,1;
Björkhagens skola;43088454;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;84;1,2;78,6;20,2;90;.;87,8;12,2;95;4,2;86,3;9,5;.;.;.;.;
Bobergsskolan;62533129;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;76;2,6;52,6;44,7;82;1,2;98,8;.;79;6,3;93,7;.;.;.;.;.;
Bredängsskolan;14121892;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;21;.;33,3;66,7;49;.;32,7;67,3;47;6,4;57,4;36,2;27;.;40,7;59,3;
Bäckahagens skola;20683111;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;36;8,3;72,2;19,4;69;.;81,2;18,8;66;1,5;98,5;.;33;.;81,8;18,2;
Campus Manilla;29371242;Stockholm;0180;Enskild;Campus Manilla Utbildning AB;5568834765;50;2,0;72,0;26,0;52;3,8;88,5;7,7;51;9,8;84,3;5,9;.;.;.;.;
Carlssons skola;35547286;Stockholm;0180;Enskild;Föreningen för Carlssons Skola;8020058270;62;1,6;77,4;21,0;62;1,6;82,3;16,1;62;9,7;85,5;4,8;.;.;.;.;
Ekens skola;13301127;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;134;1,5;50,0;48,5;133;0,8;79,7;19,5;132;2,3;94,7;3,0;.;.;.;.;
Ellen Key skolan;16394249;Stockholm;0180;Enskild;Stiftelsen Ellen Key Skolan;8152007970;20;.;55,0;45,0;20;.;65,0;35,0;19;36,8;63,2;.;.;.;.;.;
Enbacksskolan;43632318;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;.;.;.;.;43;2,3;60,5;37,2;43;4,7;48,8;46,5;30;.;33,3;66,7;
Engelbrektsskolan;87521048;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;136;.;66,2;33,8;115;0,9;64,3;34,8;147;4,8;84,4;10,9;.;.;.;.;
Engelska Skolan Norr;29725531;Stockholm;0180;Enskild;Engelska Skolor och Förskolor i Sverige AB;5565699302;28;7,1;60,7;32,1;48;.;79,2;20,8;48;2,1;62,5;35,4;20;.;75,0;25,0;
Engelska Skolan Novia;66455663;Stockholm;0180;Enskild;Engelska Skolor och Förskolor i Sverige AB;5565699302;.;.;.;.;.;.;.;.;16;18,8;81,3;.;.;.;.;.;
Enskede skola;72248694;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;113;1,8;46,9;51,3;119;.;49,6;50,4;115;7,0;79,1;13,9;.;.;.;.;
Enskilda gymnasiet, gr;92750123;Stockholm;0180;Enskild;Enskilda Gymnasiet;8020126531;82;4,9;64,6;30,5;87;1,1;83,9;14,9;85;12,9;81,2;5,9;.;.;.;.;
Entréskolan Stockholm;54847211;Stockholm;0180;Enskild;AmiSgo AB;5568148117;53;7,5;81,1;11,3;54;.;81,5;18,5;52;.;96,2;3,8;.;.;.;.;
Eriksdalsskolan;59249600;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;119;3,4;63,0;33,6;125;2,4;88,8;8,8;133;22,6;73,7;3,8;.;.;.;.;
Estniska Skolan i Stockholm;34540901;Stockholm;0180;Enskild;Estniska Skolan i Stockholm;8020058908;15;.;46,7;53,3;18;16,7;83,3;.;18;27,8;55,6;16,7;.;.;.;.;
Europaskolan;79969356;Stockholm;0180;Enskild;AB Parts & Paomees;5567025696;45;4,4;75,6;20,0;47;.;70,2;29,8;46;13,0;87,0;.;.;.;.;.;
Farsta grundskola;38758770;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;119;10,9;67,2;21,8;133;0,8;58,6;40,6;132;29,5;67,4;3,0;.;.;.;.;
Filosofiska;60308449;Stockholm;0180;Enskild;Filosofiska i Sverige AB (svb);5568674252;21;4,8;33,3;61,9;20;10,0;90,0;.;18;11,1;83,3;5,6;.;.;.;.;
Franska Skolan/Ecole francaise;42328518;Stockholm;0180;Enskild;Stiftelsen Franska Skolan;8020061530;89;2,2;56,2;41,6;92;.;88,0;12,0;90;.;93,3;6,7;.;.;.;.;
Fredrikshovs slotts skola;64065082;Stockholm;0180;Enskild;Stiftelsen Carpe Diem;8020178060;29;20,7;62,1;17,2;31;.;93,5;6,5;28;10,7;89,3;.;.;.;.;.;
Fruängens skola;19353396;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;59;.;81,4;18,6;65;.;93,8;6,2;64;10,9;81,3;7,8;.;.;.;.;
Fryshuset Grundskola Hammarby Sjöstad;19657993;Stockholm;0180;Enskild;Stiftelsen Fryshuset;8020111582;104;11,5;76,9;11,5;95;2,1;12,6;85,3;100;14,0;73,0;13,0;.;.;.;.;
Fryshuset Grundskola Husby;69004747;Stockholm;0180;Enskild;Stiftelsen Fryshuset;8020111582;.;.;.;.;61;6,6;50,8;42,6;62;1,6;95,2;3,2;48;4,2;58,3;37,5;
Futuraskolan International Stockholm;65487837;Stockholm;0180;Enskild;Futuraskolan AB;5566095047;22;.;63,6;36,4;25;.;48,0;52,0;25;8,0;80,0;12,0;.;.;.;.;
Grimstaskolan;51341279;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;41;12,2;65,9;22,0;59;.;89,8;10,2;61;13,1;85,2;1,6;20;.;75,0;25,0;
Grundskolan Metapontum;90850620;Stockholm;0180;Enskild;Metapontum AB;5566641691;42;9,5;59,5;31,0;49;6,1;83,7;10,2;51;11,8;82,4;5,9;.;.;.;.;
Gubbängsskolan;93412255;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;78;12,8;59,0;28,2;89;.;73,0;27,0;87;18,4;73,6;8,0;.;.;.;.;
Gärdesskolan;41176931;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;81;.;43,2;56,8;85;4,7;85,9;9,4;86;.;97,7;2,3;.;.;.;.;
Hagsätraskolan;82110758;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;26;3,8;76,9;19,2;45;.;73,3;26,7;49;.;91,8;8,2;23;.;60,9;39,1;
Hammarbyskolan Södra;68602166;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;79;8,9;55,7;35,4;85;1,2;71,8;27,1;88;18,2;68,2;13,6;.;.;.;.;
Hjulsta grundskola F-9;69266159;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;31;.;51,6;48,4;40;2,5;85,0;12,5;38;10,5;78,9;10,5;.;.;.;.;
Husbygårdsskolan F-9;42149666;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;.;.;.;.;36;2,8;72,2;25,0;38;5,3;89,5;5,3;28;3,6;82,1;14,3;
Hässelby Villastads skola;86597125;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;109;2,8;54,1;43,1;110;3,6;56,4;40,0;112;3,6;72,3;24,1;.;.;.;.;
Hässelbygårdsskolan;87838841;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;22;.;77,3;22,7;50;2,0;90,0;8,0;51;9,8;80,4;9,8;25;4,0;80,0;16,0;
Hästhagsskolan;79626756;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;66;.;28,8;71,2;67;1,5;73,1;25,4;71;18,3;74,6;7,0;.;.;.;.;
Högalidsskolan;24716970;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;86;2,3;54,7;43,0;80;1,3;60,0;38,8;85;2,4;81,2;16,5;.;.;.;.;
Höglandsskolan;36281817;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;55;5,5;61,8;32,7;57;.;91,2;8,8;58;3,4;91,4;5,2;.;.;.;.;
Hökarängsskolan;57184925;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;47;.;63,8;36,2;63;.;66,7;33,3;65;12,3;75,4;12,3;.;.;.;.;
Innovitaskolan Södermalm;51772207;Stockholm;0180;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;22;.;100,0;.;24;.;75,0;25,0;25;16,0;80,0;4,0;.;.;.;.;
Internationella Engelska Skolan Bromma;90732940;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;157;12,1;63,7;24,2;170;.;87,6;12,4;174;16,7;77,6;5,7;.;.;.;.;
Internationella Engelska Skolan Enskede;38935587;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;116;7,8;54,3;37,9;138;1,4;74,6;23,9;130;14,6;73,1;12,3;.;.;.;.;
Internationella Engelska skolan Hässelby;74482611;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;77;3,9;62,3;33,8;92;1,1;87,0;12,0;93;5,4;82,8;11,8;16;.;75,0;25,0;
Internationella Engelska Skolan Kista;82982309;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;44;4,5;38,6;56,8;119;1,7;84,9;13,4;118;.;59,3;40,7;75;4,0;38,7;57,3;
Internationella Engelska Skolan Liljeholmen;72624886;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;85;12,9;80,0;7,1;135;.;97,8;2,2;142;7,0;76,1;16,9;62;19,4;61,3;19,4;
Internationella Engelska Skolan Skärholmen;72066571;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;53;7,5;62,3;30,2;84;1,2;65,5;33,3;83;8,4;84,3;7,2;30;13,3;73,3;13,3;
Internationella Engelska Skolan Årsta;35129114;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;110;4,5;73,6;21,8;118;0,8;81,4;17,8;117;0,9;93,2;6,0;.;.;.;.;
Internationella Engelska Skolan Älvsjö;83584296;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;90;16,7;63,3;20,0;120;0,8;82,5;16,7;121;19,0;57,9;23,1;25;4,0;72,0;24,0;
JENSEN grundskola Långholmen;57317316;Stockholm;0180;Enskild;Jensen Education College AB;5566358759;62;3,2;75,8;21,0;66;.;84,8;15,2;69;.;92,8;7,2;.;.;.;.;
Johan Skytteskolan;97683561;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;168;4,8;54,8;40,5;171;1,2;76,0;22,8;171;11,1;83,6;5,3;.;.;.;.;
Järvaskolan;13582062;Stockholm;0180;Enskild;Järvaskolan AB;5569572315;66;10,6;81,8;7,6;99;1,0;63,6;35,4;103;19,4;78,6;1,9;23;.;78,3;21,7;
Katarina Norra skola;23617768;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;71;.;67,6;32,4;73;4,1;75,3;20,5;72;18,1;80,6;1,4;.;.;.;.;
Kista grundskola;22513261;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;60;1,7;41,7;56,7;84;2,4;81,0;16,7;82;39,0;57,3;3,7;21;.;71,4;28,6;
Kista International School;37556682;Stockholm;0180;Enskild;Al-Kowneyn Utbildning Centrum;8024097555;.;.;.;.;47;2,1;85,1;12,8;48;12,5;62,5;25,0;41;2,4;48,8;48,8;
Konradsbergsskolan;57329777;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;71;1,4;62,0;36,6;76;3,9;55,3;40,8;82;1,2;80,5;18,3;.;.;.;.;
Kristna skolan;14472068;Stockholm;0180;Enskild;We Are One Church;8020033687;27;.;37,0;63,0;28;.;32,1;67,9;29;.;93,1;6,9;.;.;.;.;
Kristofferskolan, gr;98760751;Stockholm;0180;Enskild;Stiftelsen Kristofferskolan;8020018720;74;2,7;64,9;32,4;74;4,1;75,7;20,3;76;1,3;94,7;3,9;.;.;.;.;
Kulturama gr. Hammarby Sjöstad;23066257;Stockholm;0180;Enskild;Medborgarskolan Stockholmsregionen;8020060524;89;.;61,8;38,2;86;1,2;72,1;26,7;88;4,5;76,1;19,3;.;.;.;.;
Kulturskolan Raketen;24172067;Stockholm;0180;Enskild;Kulturskolan Raketen AB;5565484796;21;4,8;95,2;.;23;.;69,6;30,4;23;.;100,0;.;.;.;.;.;
Kungliga Svenska Balettskolan;63321041;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;.;.;.;.;16;.;18,8;81,3;16;.;81,3;18,8;.;.;.;.;
Kungsholmens grundskola;29410344;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;75;1,3;61,3;37,3;75;1,3;74,7;24,0;73;2,7;79,5;17,8;.;.;.;.;
Kunskapsskolan Enskede;16426165;Stockholm;0180;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;117;5,1;85,5;9,4;123;4,9;85,4;9,8;122;6,6;90,2;3,3;.;.;.;.;
Kunskapsskolan Fruängen;63954028;Stockholm;0180;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;100;.;85,0;15,0;104;1,0;86,5;12,5;106;.;90,6;9,4;.;.;.;.;
Kunskapsskolan Spånga;46796995;Stockholm;0180;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;125;0,8;37,6;61,6;126;.;82,5;17,5;122;15,6;71,3;13,1;.;.;.;.;
Kunskapsskolan Tyresö;81266343;Stockholm;0180;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;116;.;87,1;12,9;127;2,4;78,0;19,7;122;2,5;81,1;16,4;.;.;.;.;
Kämpetorpsskolan;70398560;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;110;1,8;76,4;21,8;123;2,4;81,3;16,3;130;1,5;88,5;10,0;18;.;77,8;22,2;
Lillholmsskolan;46581319;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;39;5,1;74,4;20,5;56;.;85,7;14,3;54;13,0;81,5;5,6;15;.;80,0;20,0;
Lunaskolan Bromma;72509254;Stockholm;0180;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;17;.;64,7;35,3;20;.;60,0;40,0;20;40,0;55,0;5,0;.;.;.;.;
Maria Elementarskola;73893187;Stockholm;0180;Enskild;Märta Fransons Stiftelse;8020060458;42;.;88,1;11,9;42;2,4;90,5;7,1;41;4,9;92,7;2,4;.;.;.;.;
Mariaskolan;69895255;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;83;.;79,5;20,5;86;.;59,3;40,7;85;5,9;88,2;5,9;.;.;.;.;
Martinskolan Söders waldorfskola;82854505;Stockholm;0180;Enskild;Stiftelsen Martinskolan Söders Waldorfskola;8020072644;.;.;.;.;16;6,3;75,0;18,8;.;.;.;.;.;.;.;.;
Matteusskolan;16348406;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;43;.;97,7;2,3;43;.;83,7;16,3;43;7,0;81,4;11,6;.;.;.;.;
Montessori Mondial Kungsholmen;45553352;Stockholm;0180;Enskild;International Montessori School Sweden AB;5567640205;55;12,7;74,5;12,7;52;.;59,6;40,4;56;.;87,5;12,5;.;.;.;.;
Musikskolan Lilla Akademien;36066067;Stockholm;0180;Enskild;Musikskolan Lilla Akademien AB;5565510756;27;3,7;77,8;18,5;28;.;89,3;10,7;28;3,6;89,3;7,1;.;.;.;.;
Mälarhöjdens skola;46165232;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;124;0,8;84,7;14,5;128;5,5;88,3;6,3;131;6,9;88,5;4,6;.;.;.;.;
Nordic International School, Stockholm;15171331;Stockholm;0180;Enskild;Nordic International School AB;5566102033;46;.;84,8;15,2;58;.;36,2;63,8;58;5,2;87,9;6,9;.;.;.;.;
Norrbyskolan;92127007;Stockholm;0180;Enskild;Stockholm Lära Aktiebolag;5567240659;.;.;.;.;17;17,6;58,8;23,5;16;6,3;75,0;18,8;.;.;.;.;
Nya Elementar;83828066;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;155;3,9;74,2;21,9;161;0,6;83,2;16,1;160;13,8;84,4;1,9;.;.;.;.;
Observatorielundens skola;29158808;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;44;.;47,7;52,3;47;.;85,1;14,9;50;2,0;86,0;12,0;.;.;.;.;
Pops Academy Östermalm;11018018;Stockholm;0180;Enskild;Pops Academy AB;5569583197;43;.;88,4;11,6;43;4,7;81,4;14,0;44;.;95,5;4,5;.;.;.;.;
Profilskolan;10360193;Stockholm;0180;Enskild;Profilskolan AB;5569247264;21;.;47,6;52,4;17;.;64,7;35,3;19;10,5;57,9;31,6;.;.;.;.;
Raoul Wallenbergskolan Bromma;50848996;Stockholm;0180;Enskild;Raoul Wallenbergskolorna AB;5566740113;43;4,7;67,4;27,9;46;.;30,4;69,6;47;2,1;53,2;44,7;.;.;.;.;
Rinkebyskolan;37416253;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;.;.;.;.;46;.;37,0;63,0;49;.;77,6;22,4;45;.;68,9;31,1;
Rosholmen Education Academy AB;77656740;Stockholm;0180;Enskild;Rosholmen Education Academy AB;5565536678;.;.;.;.;19;10,5;78,9;10,5;19;5,3;68,4;26,3;16;6,3;87,5;6,3;
Rålambshovsskolan;61686233;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;157;1,3;80,3;18,5;163;0,6;75,5;23,9;164;15,2;79,9;4,9;.;.;.;.;
Rödabergsskolan;97686250;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;73;6,8;75,3;17,8;99;2,0;63,6;34,3;101;5,0;86,1;8,9;28;7,1;85,7;7,1;
Sjöstadsskolan;15331669;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;100;.;75,0;25,0;106;.;83,0;17,0;105;1,0;93,3;5,7;.;.;.;.;
Sjöviksskolan;70592143;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;80;1,3;65,0;33,8;82;.;72,0;28,0;78;1,3;92,3;6,4;.;.;.;.;
Sjöängsskolan;13124830;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;66;1,5;72,7;25,8;87;1,1;77,0;21,8;86;29,1;70,9;.;23;4,3;65,2;30,4;
Skarpatorpsskolan;82075850;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;37;5,4;70,3;24,3;41;12,2;75,6;12,2;42;2,4;85,7;11,9;.;.;.;.;
Skarpnäcks skola;53075005;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;71;4,2;54,9;40,8;71;1,4;69,0;29,6;71;2,8;85,9;11,3;.;.;.;.;
Skolgrunden;23414344;Stockholm;0180;Enskild;Skolgrunden Aktiebolag;5565588166;.;.;.;.;16;6,3;43,8;50,0;.;.;.;.;.;.;.;.;
Slättgårdsskolan;59468219;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;20;.;60,0;40,0;33;3,0;48,5;48,5;37;32,4;48,6;18,9;.;.;.;.;
Smedshagsskolan;50060022;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;.;.;.;.;39;2,6;69,2;28,2;40;5,0;52,5;42,5;28;17,9;60,7;21,4;
